bit,metric,errorrate
1,1,0.03363949999999999
1,2,0.0003555000000000002
1,3,0.00009874999999999999
1,4,0.00003675
1,5,0.00003649999999999999
1,6,0.00004
1,7,0.00003625
1,8,0.000035249999999999996
1,9,0.00003575
1,10,0.000035249999999999996
1,11,0.00003575
1,12,0.000035249999999999996
1,13,0.000035499999999999996
1,14,0.000035249999999999996
1,15,0.000035249999999999996
1,16,0.000035249999999999996
1,17,0.000035249999999999996
1,18,0.000035249999999999996
1,19,0.000035249999999999996
1,20,0.000035249999999999996
1,21,0.000035249999999999996
1,22,0.000035249999999999996
1,23,0.000035249999999999996
1,24,0.000035249999999999996
1,25,0.000035249999999999996
1,26,0.000035249999999999996
1,27,0.000035249999999999996
1,28,0.000035249999999999996
1,29,0.000035249999999999996
1,30,0.000035249999999999996
1,31,0.000035249999999999996
1,32,0.000035249999999999996
1,33,0.000035249999999999996
1,34,0.000035249999999999996
1,35,0.000035249999999999996
1,36,0.000035249999999999996
1,37,0.000035249999999999996
1,38,0.000035249999999999996
1,39,0.000035249999999999996
1,40,0.000035249999999999996
1,41,0.000035249999999999996
1,42,0.000035249999999999996
1,43,0.000035249999999999996
1,44,0.000035249999999999996
1,45,0.000035249999999999996
1,46,0.000035249999999999996
1,47,0.000035249999999999996
1,48,0.000035249999999999996
1,49,0.000035249999999999996
1,50,0.000035249999999999996
1,51,0.000035249999999999996
1,52,0.000035249999999999996
1,53,0.000035249999999999996
1,54,0.000035249999999999996
1,55,0.000035249999999999996
1,56,0.000035249999999999996
1,57,0.000035249999999999996
1,58,0.000035249999999999996
1,59,0.000035249999999999996
1,60,0.000035249999999999996
1,61,0.000035249999999999996
1,62,0.000035249999999999996
1,63,0.000035249999999999996
1,64,0.000035249999999999996
1,65,0.000035249999999999996
1,66,0.000035249999999999996
1,67,0.000035249999999999996
1,68,0.000035249999999999996
1,69,0.000035249999999999996
1,70,0.000035249999999999996
1,71,0.000035249999999999996
1,72,0.000035249999999999996
1,73,0.000035249999999999996
1,74,0.000035249999999999996
1,75,0.000035249999999999996
1,76,0.000035249999999999996
1,77,0.000035249999999999996
1,78,0.000035249999999999996
1,79,0.000035249999999999996
1,80,0.000035249999999999996
1,81,0.000035249999999999996
1,82,0.000035249999999999996
1,83,0.000035249999999999996
1,84,0.000035249999999999996
1,85,0.000035249999999999996
1,86,0.000035249999999999996
1,87,0.000035249999999999996
1,88,0.000035249999999999996
1,89,0.000035249999999999996
1,90,0.000035249999999999996
1,91,0.000035249999999999996
1,92,0.000035249999999999996
1,93,0.000035249999999999996
1,94,0.000035249999999999996
1,95,0.000035249999999999996
1,96,0.000035249999999999996
1,97,0.000035249999999999996
1,98,0.000035249999999999996
1,99,0.000035249999999999996
2,1,0.061466875
2,2,0.012907374999999999
2,3,0.007827
2,4,0.006228875000000003
2,5,0.005767375
2,6,0.005367750000000002
2,7,0.005070125
2,8,0.0050729999999999985
2,9,0.005036
2,10,0.004918499999999999
2,11,0.00486875
2,12,0.004845249999999998
2,13,0.0047075
2,14,0.004702375000000001
2,15,0.00475925
2,16,0.004829625000000001
2,17,0.0046945
2,18,0.004787499999999999
2,19,0.004800625
2,20,0.0047005000000000016
2,21,0.004715375
2,22,0.0046767499999999995
2,23,0.004669500000000001
2,24,0.004689125
2,25,0.004646625
2,26,0.0046465000000000005
2,27,0.0046615
2,28,0.004608875
2,29,0.0046675
2,30,0.004629499999999998
2,31,0.004604250000000001
2,32,0.004659875
2,33,0.004619
