bit,metric,errorrate
1,1,0.03723349999999999
1,2,0.0010890000000000003
1,3,0.00017425000000000017
1,4,0.00008424999999999996
1,5,0.0000165
1,6,0.000020250000000000004
1,7,0.00001625000000000001
1,8,0.000018000000000000004
1,9,0.0000165
1,10,0.00002099999999999999
1,11,0.00003174999999999999
1,12,0.000023999999999999994
1,13,0.00002599999999999999
1,14,0.00002775
1,15,0.00002899999999999999
1,16,0.000006750000000000001
1,17,0.0000065000000000000004
1,18,0.000006750000000000001
1,19,0.000007249999999999999
1,20,0.000007999999999999998
1,21,0.00000825
1,22,0.000009499999999999997
1,23,0.000007250000000000001
1,24,0.0000075
1,25,0.000009
1,26,0.000010250000000000004
1,27,0.000012000000000000005
1,28,0.000013500000000000005
1,29,0.0000155
1,30,0.00001575
1,31,0.000007499999999999999
1,32,0.0000075
1,33,0.000007749999999999999
1,34,0.000006750000000000001
1,35,0.000006750000000000001
1,36,0.000007250000000000001
1,37,0.00000775
1,38,0.000007500000000000001
1,39,0.00000775
1,40,0.00000775
1,41,0.000008
1,42,0.0000095
1,43,0.000010500000000000005
1,44,0.000011500000000000002
1,45,0.000013250000000000002
1,46,0.0000065000000000000004
1,47,0.0000065000000000000004
1,48,0.0000065000000000000004
1,49,0.000006750000000000001
1,50,0.000007250000000000001
1,51,0.000007500000000000001
1,52,0.000007500000000000001
1,53,0.000007500000000000001
1,54,0.000007500000000000001
1,55,0.000007500000000000001
1,56,0.0000085
1,57,0.000008
1,58,0.000008500000000000002
1,59,0.0000095
1,60,0.00001
1,61,0.0000065000000000000004
1,62,0.0000065000000000000004
1,63,0.000006750000000000001
1,64,0.000007000000000000001
1,65,0.000007250000000000001
1,66,0.000007500000000000001
1,67,0.000007500000000000001
1,68,0.000007500000000000001
1,69,0.000007500000000000001
1,70,0.000007500000000000001
1,71,0.000007500000000000001
1,72,0.00000775
1,73,0.000008
1,74,0.000008500000000000002
1,75,0.000009
1,76,0.0000065000000000000004
1,77,0.000006750000000000001
1,78,0.000007000000000000001
1,79,0.000007250000000000001
1,80,0.000007250000000000001
1,81,0.000007500000000000001
1,82,0.000007500000000000001
1,83,0.000007500000000000001
1,84,0.000007500000000000001
1,85,0.000007500000000000001
1,86,0.000007500000000000001
1,87,0.000007500000000000001
1,88,0.00000775
1,89,0.00000775
1,90,0.000008
1,91,0.000006750000000000001
1,92,0.000007000000000000001
1,93,0.000007250000000000001
1,94,0.000007250000000000001
1,95,0.000007500000000000001
1,96,0.000007500000000000001
1,97,0.000007500000000000001
1,98,0.000007500000000000001
1,99,0.000007500000000000001
2,1,0.06884525
2,2,0.018739875
2,3,0.012968874999999998
2,4,0.011060250000000002
2,5,0.010485499999999998
2,6,0.010113250000000002
2,7,0.009635625000000002
2,8,0.009322625
2,9,0.00931175
2,10,0.009217750000000002
2,11,0.0093565
2,12,0.009260875
2,13,0.009141999999999997
2,14,0.009182375
2,15,0.009102999999999998
2,16,0.00895125
2,17,0.008949124999999999
2,18,0.00908975
2,19,0.008961249999999999
2,20,0.008911875000000001
2,21,0.009060750000000001
2,22,0.008962125000000001
2,23,0.009016249999999998
2,24,0.009015374999999999
2,25,0.008966250000000002
2,26,0.008965125000000001
2,27,0.00896775
