1,0.07111662500000002
2,0.021484249999999996
3,0.014790874999999998
4,0.013098374999999995
5,0.012088249999999998
6,0.011355375000000001
7,0.011425624999999997
8,0.011016
9,0.010956000000000004
10,0.010980750000000001
11,0.010811625
12,0.010831374999999999
13,0.010797375
14,0.010823750000000004
15,0.010750625
16,0.01069
17,0.010699500000000002
18,0.010661125
19,0.01065525
20,0.010655125000000001
21,0.010692875000000001
22,0.01057675
23,0.010555375
24,0.010666499999999999
25,0.010625000000000002
26,0.010675375000000003
27,0.010628125000000002
28,0.010618125
29,0.010637625
30,0.01059825
31,0.010558000000000001
32,0.010567249999999999
33,0.010589125
34,0.010568250000000001
35,0.0105775
36,0.010584000000000003
37,0.010560999999999997
38,0.010591875000000002
39,0.010574875000000001
40,0.010525375000000003
41,0.010585750000000003
42,0.010566750000000003
43,0.010549999999999999
44,0.010605499999999999
45,0.010570125
46,0.010531999999999996
47,0.010576749999999998
48,0.010562875000000001
49,0.010527874999999999
50,0.010569125000000004
51,0.010561499999999996
52,0.010572
53,0.010558875
54,0.01056025
55,0.010548375
56,0.010559875000000002
57,0.010580625000000001
58,0.010572625000000002
59,0.010546624999999997
60,0.010543375
61,0.010529
62,0.010546125000000003
63,0.010572500000000002
64,0.010537125000000001
65,0.01051725
66,0.010556750000000002
67,0.0105525
68,0.010535874999999998
69,0.010537375000000002
70,0.010541375000000002
71,0.010534249999999998
72,0.010564750000000001
73,0.010541750000000003
74,0.0105435
75,0.010556375
76,0.010572874999999999
77,0.010530625
78,0.01054625
79,0.010586625
80,0.01057575
81,0.010547625000000003
82,0.010562250000000002
83,0.010545875000000003
84,0.010547499999999998
85,0.010549
86,0.010570625
87,0.010540125000000001
88,0.010553750000000002
89,0.010555499999999997
90,0.010567875
91,0.010553874999999999
92,0.010522624999999997
93,0.010523624999999998
94,0.01054625
95,0.010535625
96,0.01054925
97,0.010534000000000002
98,0.010540250000000003
99,0.010545375000000001
